ISBN	登録番号	受入日	書名	書名かな	副書名	副書名かな	叢書名等	叢書名等かな	著者名	著者名かな	媒体種別	分類記号	図書記号	巻冊記号	出版社	版年	頁数	判型	本体価格	TRCMARCNO	内容紹介	件名	財源	受入先	価格	保管場所	別置記号	備考	付記事項	注記	除籍フラグ	除籍年月日	除籍番号	除籍理由	不明図書フラグ	不明日	不明理由	未点検回数	帯出禁止フラグ	バーコード印刷済フラグ	背ラベル印刷済フラグ	任意項目
9784-416191064	22109	1991/6/7	一太郎“マル秘”文章テクニック　／あなたもちょっとした本づくりを！	ｱﾅﾀﾓﾁｮｯﾄｼﾀﾎﾝﾂﾞｸﾘｦ!/ｲﾁﾀﾛｳﾏﾙﾋﾌﾞﾝｼｮｳﾃｸﾆｯｸ/					涌井　良幸／涌井　貞美．共著	ﾜｸｲﾖｼﾕｷ/ﾜｸｲｻﾀﾞﾐ.ｷｮｳﾁｮ		548.2	ﾜﾖ		誠文堂新光社	1991	190	21	1900						1900	一般書架			１９９１．０６．０７		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-000031417	22262	1991/6/21	ブックレットのぶっくれっと	ﾌﾞｯｸﾚｯﾄﾉﾌﾞｯｸﾚｯﾄ			岩波ブックレット　Ｎｏ．２０１	ｲﾜﾅﾐ ﾌﾞｯｸﾚｯﾄ	岩波書店編集部．編	ｲﾜﾅﾐｼｮﾃﾝﾍﾝｼｭｳﾌﾞ.ﾍﾝ		23.1	ｲﾜ		岩波書店	1991	52	21	350						350	ブックレット			１９９１．０６．２１		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-061965331	22284	1991/6/25	三国志 1	ｻﾝｺﾞｸｼ			吉川英治歴史時代文庫33	ﾖｼｶﾜ ｴｲｼﾞ ﾚｷｼ ｼﾞﾀﾞｲ ﾌﾞﾝｺ	吉川英治著	ﾖｼｶﾜ  ｴｲｼﾞ		913.6	ﾖｼ	1	講談社	1991	511	15	600						600	西高100冊			１９９１．０６．２５		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-048832458	22310	1991/6/27	SELDOM-ILLEGAL　--時には、違法--	ｾﾙﾀﾞﾑｲﾘｰｶﾞﾙ--ﾄｷﾆﾊ､ｲﾎｳ--					坂本　龍一	ｻｶﾓﾄﾘｭｳｲﾁ		914.6	ｻｶ		角川書店	1989	220	20	1000						1000	一般書架			１９９１．０６．２７		FALSE				FALSE				FALSE	TRUE	TRUE	
	22386	1991/7/4	家庭でつくるこだわり食品　３　--芋・コンニャク・山菜・きのこ・木の実・薬草--	ｶﾃｲﾃﾞﾂｸﾙｺﾀﾞﾜﾘｼｮｸﾋﾝ3--ｲﾓｺﾝﾆｬｸｻﾝｻｲｷﾉｺｷﾉﾐﾔｸｿｳ--					佐竹　秀雄／矢住　ハツノ・山田　安子／岩城　由子．共著	ｻﾀｹﾋﾃﾞｵ/ﾔｽﾞﾐﾊﾂﾉ･ﾔﾏﾀﾞﾔｽｺ/ｲﾜｷﾖｼｺ.ｷｮｳﾁｮ		588	ｻ	3	農文協	1990	156	21	1250						1250	一般書架			１９９１．０７．０４		FALSE				FALSE			1	FALSE	TRUE	TRUE	
9784-010775226	23025	1991/11/29	旺文社・漢和辞典　【重版】	ｵｳﾌﾞﾝｼｬｶﾝﾜｼﾞﾃﾝ｢ｼﾞｭｳﾊﾝ｣			辞典		赤塚　忠．他編	ｱｶﾂｶﾀﾀﾞｼ.ﾀﾍﾝ		813.2	ｵ		旺文社	1990	1343	18								一般書架			１９９１．１１．２９		FALSE				FALSE			1	FALSE	TRUE	TRUE	
9784-041314241	23110	1991/12/18	田辺聖子の小倉百人一首	ﾀﾅﾍﾞｾｲｺﾉｵｸﾞﾗﾋｬｸﾆﾝｲｯｼｭ			角川文庫		田辺　聖子	ﾀﾅﾍﾞｾｲｺ		911.147	ﾀ		角川書店	1991	476	15	680						680	文庫書架			１９９１．１２．１８		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-002601021	23691	1992/4/8	酒呑童子異聞	ｼｭﾃﾝ ﾄﾞｳｼﾞ ｲﾌﾞﾝ			同時代ライブラリー１０２		佐竹　昭広	ｻﾀｹｱｷﾋﾛ		913.4	ｻﾀ		岩波書店	1992	240	16	900						900	文庫書架			１９９２．０４．０８		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-120021107	23758	1992/4/15	父の居場所	ﾁﾁ ﾉ ｲﾊﾞｼｮ					諸井薫 著	ﾓﾛｲ ｶｵﾙ 1929-2001		914.6	ﾓﾛ		中央公論社	1992	261p	20cm	1200						1200	一般書架					FALSE				FALSE				FALSE	FALSE	TRUE	
	23866	1992/5/6	淋しいおさかな : 別役実童話集	ｻﾋﾞｼｲ ｵｻｶﾅ : ﾍﾞﾂﾔｸ ﾐﾉﾙ ﾄﾞｳﾜｼｭｳ					別役　実	ﾍﾞﾂﾔｸﾐﾉﾙ		913.8	ﾍﾞﾂ		三一書房	1990	258	20	1030						1030	西高100冊			１９９２．０５．０６		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-272110735	23947	1992/5/15	現代の金融　〈上〉／現代金融の制度と理論	ｹﾞﾝﾀﾞｲﾉｷﾝﾕｳ｢ｼﾞｮｳ｣/ｹﾞﾝﾀﾞｲｷﾝﾕｳﾉｾｲﾄﾞﾄﾘﾛﾝ					谷田　庄三／野田　正穂／久留間　健．編	ﾀﾆﾀﾞｼｮｳｿﾞｳ/ﾉﾀﾞﾏｻﾎ/ｸﾙﾏｹﾝ.ﾍﾝ		338	ﾀｼ	上	大月書店	1992	235	21	2300						2300	一般書架			１９９２．０５．１５		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-001152739	24123	1992/6/8	式と方程式　／数学が生まれる物語　３	ｼｷﾄﾎｳﾃｲｼｷ/ｽｳｶﾞｸｶﾞｳﾏﾚﾙﾓﾉｶﾞﾀﾘ3					志賀　浩二	ｼｶﾞｺｳｼﾞ		410	ｼｺ	3	岩波書店	1992	122	24	1900						1900	一般書架			１９９２．０６．０８		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-002601175	24557	1992/9/2	体験的憲法裁判史	ﾀｲｹﾝﾃｷ ｹﾝﾎﾟｳ ｻｲﾊﾞﾝｼ			同時代ライブラリー ; 117		新井章 著	ｱﾗｲ ｱｷﾗ 1931-		327	ｱﾗ		岩波書店	1992	322p	16cm	950			憲法--日本、憲法裁判			950	文庫書架				参考文献: p311~312	FALSE				FALSE				FALSE	FALSE	TRUE	
9784-385153575	24584	1992/9/11	地球環境の事典	ﾁｷｭｳｶﾝｷｮｳﾉｼﾞﾃﾝ					宇井　純／根本　順吉／山田　國廣	ｳｲｼﾞｭﾝ/ﾈﾓﾄｼﾞｭﾝｷﾁ/ﾔﾏﾀﾞｸﾆﾋﾛ		519	ｳｼ		三省堂	1992	391	21	2300						2300	一般書架			１９９２．０９．１１		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-560045626	24686	1992/10/5	リスボアを見た女	ﾘｽﾎﾞｱ ｵ ﾐﾀ ｵﾝﾅ					阿刀田高 著	ｱﾄｳﾀﾞ ﾀｶｼ 1935-		913.6	ｱﾄ		白水社	1992	235p	20cm	1400	NDL					1400	一般書架					FALSE				FALSE				FALSE	FALSE	TRUE	
9784-532160692	25001	1992/12/8	続・名言の内側　／色褪せぬ先人の知恵／	ｿﾞｸﾒｲｹﾞﾝﾉｳﾁｶﾞﾜ/ｲﾛｱｾﾇｾﾝｼﾞﾝﾉﾁｴ/					木村　尚三郎／外山　滋比古／村上　吉廣	ｷﾑﾗｼｮｳｻﾞﾌﾞﾛｳ/ﾄﾔﾏｼｹﾞﾋｺ/ﾑﾗｶﾐﾖｼﾋﾛ		159.8	ｷ		日本経済新聞社	1992	270	20	1500						1500	一般書架			１９９２．１２．０８		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-001157239	25593	1994/6/17	ジム・ボタンの機関車大旅行	ｼﾞﾑﾎﾞﾀﾝﾉｷｶﾝｼｬﾀﾞｲﾘｮｺｳ			岩波世界児童文学集２３		ミヒャエル・エンデ／上田　真而子．訳	ﾐﾋｬｴﾙ･ｴﾝﾃﾞ/ｳｴﾀﾞﾏﾆｺ.ﾔｸ		908	ｲ	23	岩波書店	1994	418	20	1700						1700	一般書架			１９９４．０６．１７		FALSE				FALSE			1	FALSE	TRUE	TRUE	
9784-765543965	25757	1993/5/27	ロボット工作のはなし	ﾛﾎﾞｯﾄｺｳｻｸﾉﾊﾅｼ					佐伯　平二	ｻｴｷﾍｲｼﾞ		548.3	ｻﾍ		技報堂出版	1993	222	19	1854						1854	一般書架			１９９３．０５．２７		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-831505859	25785	1993/5/27	インダストリアルデザイナーになるには	ｲﾝﾀﾞｽﾄﾘｱﾙﾃﾞｻﾞｲﾅｰﾆﾅﾙﾆﾊ			なるにはＢｏｏｋｓ  69	ﾅﾙﾆﾊBooks69 69	石川　弘	ｲｼｶﾜﾋﾛｼ		366.2	ﾅﾙ	69	ぺりかん社	1993	166	19	1200						1200	一般書架			１９９３．０５．２７		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-469211672	26491	1993/12/16	教養のためのドイツ語	ｷｮｳﾖｳﾉﾀﾒﾉﾄﾞｲﾂｺﾞ					下宮　忠雄	ｼﾓﾐﾔﾀﾀﾞｵ		840	ｼ		大修館書店	1991	240	19	1700						1700	一般書架			１９９３．１２．１６		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-121011695	26723	1994/2/9	色彩心理学入門　--ニュートンとゲーテの流れを追って--	ｼｷｻｲｼﾝﾘｶﾞｸﾆｭｳﾓﾝ--ﾆｭｰﾄﾝﾄｹﾞｰﾃﾉﾅｶﾞﾚｦｵｯﾃ--			中公新書１１６９	ﾁｭｳｺｳｼﾝｼｮ1169	大山　正	ｵｵﾔﾏﾀﾀﾞｼ		141.2	ｵｵ		中央公論社	1994	235	18	760						760	新書書架			１９９４．０２．０９		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-820571285	26733	1994/2/15	日本女性人名辞典	ﾆﾎﾝｼﾞｮｾｲｼﾞﾝﾒｲｼﾞﾃﾝ			辞典		芳賀　登／一番ヶ瀬　康子．他	ﾊｶﾞﾉﾎﾞﾙ/ｲﾁﾊﾞﾝｶﾞｾﾔｽｺ.ﾀ		281.03	ﾊﾉ		日本図書センター	1993	1274	27	26780						26780	一般書架			１９９４．０２．１５		FALSE				FALSE			1	FALSE	TRUE	TRUE	
9784-121011732	26805	1994/3/7	ロシア国籍日本人の記録 : シベリア抑留からソ連邦崩壊まで	ﾛｼｱ ｺｸｾｷ ﾆﾎﾝｼﾞﾝ ﾉ ｷﾛｸ			中公新書		川越史郎 著	ｶﾜｺﾞｴ ｼﾛｳ 1925-		289.1	ｶﾜ		中央公論社	1994	221p	18cm	700			川越  史郎  1925-			700	新書書架					FALSE				FALSE				FALSE	FALSE	TRUE	
9784-309003924	26816	1994/3/7	月山抄	ｶﾞｯｻﾝｼｮｳ					森　敦	ﾓﾘｱﾂｼ		914.6	ﾓﾘ		河出書房新社	1985	230	20	1340						1340	一般書架			１９９４．０３．０７		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-906300617	27104	1994/5/16	爆笑三國志　２	ﾊﾞｸｼｮｳｻﾝｺﾞｸｼ2					シブサワ　コウ．編	ｼﾌﾞｻﾜｺｳ.ﾍﾝ		923	ｼｺ	2	光栄	1993	171	19	1000						1000	一般書架			１９９４．０５．１６		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-003110416	27181	1994/6/8	みそっかす	ﾐｿｯｶｽ			岩波文庫		幸田　文	ｺｳﾀﾞｱﾔ		913.6	ｺｳ		岩波書店	1994	220	15	460						460	文庫書架			１９９４．０６．０８		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-831506337	27196	1994/6/13	自然保護レンジャーになるには	ｼｾﾞﾝﾎｺﾞﾚﾝｼﾞｬｰﾆﾅﾙﾆﾊ			なるにはＢｏｏｋｓ　７３		自然保護レンジャー研究会．編	ｼｾﾞﾝﾎｺﾞﾚﾝｼﾞｬｰｹﾝｷｭｳｶｲ.ﾍﾝ		366.2	ﾅﾙ	73	ぺりかん社	1994	156	19	1200						1200	別置　キャリア教育			１９９４．０６．１３		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-309007410	27228	1994/6/22	少年アリス　／三月うさぎのお茶会へ行く	ｼｮｳﾈﾝｱﾘｽ/ｻﾝｶﾞﾂｳｻｷﾞﾉｵﾁｬｶｲﾍﾕｸ					長野　まゆみ	ﾅｶﾞﾉﾏﾕﾐ		913.6	ﾅｶﾞ		河出書房新社	1992	61	19	1000						1000	一般書架			１９９４．０６．２２		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-311201165	27311	1994/7/4	エミシとは何か　／古代東アジアと北方日本　／日本文化の起源を北に探る	ｴﾐｼﾄﾊﾅﾆｶ/ｺﾀﾞｲﾋｶﾞｼｱｼﾞｱﾄﾎｯﾎﾟｳﾆﾎﾝ/ﾆﾎﾝﾌﾞﾝｶﾉｷｹﾞﾝｦｷﾀﾆｻｸﾞﾙ			角川選書　２４７	ｶﾄﾞｶﾜｾﾝｼｮ247	中西　進	ﾅｶﾆｼｽｽﾑ		210.3	ﾅｽ		角川書店	1994	220	19	1300						1300	一般書架			１９９４．０７．０４		FALSE				FALSE			1	FALSE	TRUE	TRUE	
9784-309222479	27338	1994/7/4	三国志故事物語	ｻﾝｺﾞｸｼｺｼﾞﾓﾉｶﾞﾀﾘ					駒田　信二	ｺﾏﾀﾞｼﾝｼﾞ		222	ｺﾏ		河出書房新社	1993	245	20	1800						1800	西高100冊			１９９４．０７．０４		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-915053214	27795	1994/12/22	イラスト面白四字熟語	ｲﾗｽﾄｵﾓｼﾛﾖｼﾞｼﾞｭｸｺﾞ					ゴリングループ．編	ｺﾞﾘﾝｸﾞﾙｰﾌﾟ.ﾍﾝ		813.4	ｺﾞ		島出版	1994	317	19	1200						1200	一般書架			１９９４．１２．２２		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-906300655	27910	1995/1/31	爆笑クイズ三国志	ﾊﾞｸｼｮｳ ｸｲｽﾞ ｻﾝｺﾞｸｼ			歴史人物笑史		シブサワ・コウ 光栄出版部 企画編集	ｼﾌﾞｻﾜ･ｺｳ/ｼﾌﾞｻﾜ ｺｳ		222	ｼﾌﾞ		光栄	1993	173p	18cm	1000						1000	一般書架					FALSE				FALSE				FALSE	FALSE	TRUE	
9784-480026798	28030	1995/2/21	夢野久作全集　９　／ドグラ・マグラ／	ﾕﾒﾉｷｭｳｻｸｾﾞﾝｼｭｳ9/ﾄﾞｸﾞﾗﾏｸﾞﾗ/			文庫版全集		夢野　久作	ﾕﾒﾉｷｭｳｻｸ		918.6	ﾕﾒ	9	筑摩書房	1992	669	15	1100						1100	一般書架			１９９５．０２．２１		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-257034056	28060	1995/3/2	天気の好い日は小説を書こう　／Ｗ大学文芸科創作教室	ﾃﾝｷﾉﾖｲﾋﾊｼｮｳｾﾂｦｶｺｳ/Wﾀﾞｲｶﾞｸﾌﾞﾝｹﾞｲｶｿｳｻｸｷｮｳｼﾂ					三田　誠広	ﾐﾀﾏｻﾋﾛ		901.3	ﾐﾀ		朝日ソノラマ	1994	260	20	1400						1400	西高100冊			１９９５．０３．０２		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-005002504	28075	1995/3/8	チャップリン	ﾁｬｯﾌﾟﾘﾝ			岩波ジュニア新書２５０		江藤　文夫	ｴﾄｳﾌﾐｵ		778	ｴﾄ		岩波書店	1995	204	18	650						650	新書書架			１９９５．０３．０８		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-002602196	28181	1994/4/13	話せる英語術	ﾊﾅｾﾙｴｲｺﾞｼﾞｭﾂ			同時代ライブラリー	ﾄﾞｳｼﾞﾀﾞｲﾗｲﾌﾞﾗﾘｰ	上田　明子	ｳｴﾀﾞｱｷｺ		830.7	ｳｴ		岩波書店	1995	238	16	950						950	文庫書架			１９９４．０４．１３		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-004304012	28678	1995/9/6	災害救援	ｻｲｶﾞｲ ｷｭｳｴﾝ			岩波新書		野田正彰 著	ﾉﾀﾞ ﾏｻｱｷ 1944-		369.3	ﾉﾀﾞ		岩波書店	1995	214 2p	18cm	620			災害救助			620	新書書架					FALSE				FALSE				FALSE	FALSE	TRUE	
9784-832491076	28779	1995/10/18	オオカミと７ひきの子ヤギ　／カエルの王子	ｵｵｶﾐﾄﾅﾅﾋｷﾉｺﾔｷﾞ/ｶｴﾙﾉｵｳｼﾞ			英文テキスト	ｴｲﾌﾞﾝﾃｷｽﾄ	堀口　俊一．編	ﾎﾘｸﾞﾁﾄｼｶｽﾞ.ﾍﾝ		837.7	ﾎ	7	朋友出版		64	21	520						520	一般書架			１９９５．１０．１８		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-104062010	28844	1995/10/27	兵士に聞け	ﾍｲｼﾆｷｹ					杉山　隆男	ｽｷﾞﾔﾏﾀｶｵ		392.1	ｽﾀ		新潮社	1995	542	20	2000						2000	一般書架			１９９５．１０．２７		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-121012685	28903	1995/11/10	砂時計の七不思議　／粉粒体の動力学／	ｽﾅﾄﾞｹｲﾉﾅﾅﾌｼｷﾞ/ﾌﾝﾘｭｳﾀｲﾉﾄﾞｳﾘｮｸｶﾞｸ/			中公新書１２６８		田口　善弘	ﾀｸﾞﾁﾖｼﾋﾛ		428	ﾀ		中央公論社	1995	198	18	680						680	新書書架			１９９５．１１．１０		FALSE				FALSE			1	FALSE	TRUE	TRUE	
9784-004304142	28913	1995/11/10	芥川龍之介	ｱｸﾀｶﾞﾜﾘｭｳﾉｽｹ			岩波新書Ｒ４１４		関口　安義	ｾｷｸﾞﾁﾔｽﾖｼ		910.2	ｾｷ		岩波書店	1995	228	18	650						650	新書書架			１９９５．１１．１０		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-532520434	29044	1995/12/4	グッチョ先生の森の学校　なんでこんな生物がいるの	ｸﾞｯﾁｮｾﾝｾｲﾉﾓﾘﾓﾘﾉｶﾞｯｺｳﾅﾝﾃﾞｺﾝﾅｾｲﾌﾞﾂｶﾞｲﾙﾉ					盛口　満	ﾓﾘｸﾞﾁﾐﾂﾙ		480.4	ﾓ		日本経済新聞社	1995	219	19	1600						1600	一般書架			１９９５．１２．０４		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-887240674	29139	1996/1/22	ハーネス・光と愛の絆	ﾊｰﾈｽﾋｶﾘﾄｱｲﾉｷﾂﾞﾅ					大澤　美實	ｵｵｻﾜﾖｼﾐ		369.27	ｵﾖ		ディーエイチシー	1995	252	20	1500						1500	一般書架			１９９６．０１．２２		FALSE				FALSE				FALSE	TRUE	TRUE	
	29163	1996/1/22	源吉じいさんとキツネ	ｹﾞﾝｷﾁｼﾞｲｻﾝﾄｷﾂﾈ			絵本		なるみや　ますみ．作／狩野　ふきこ．絵	ﾅﾙﾐﾔﾏｽﾐ.ｻｸ/ｶﾉﾌｷｺ.ｴ		726.5	ﾅ		ひくまの出版	1995	64	21	1000						1000	一般書架			１９９６．０１．２２		FALSE				FALSE			1	FALSE	TRUE	TRUE	
9784-004304340	29394	1996/3/12	転換期の国際政治	ﾃﾝｶﾝｷ ﾉ ｺｸｻｲ ｾｲｼﾞ			岩波新書		武者小路公秀 著	ﾑｼｬﾉｺｳｼﾞ ｷﾝﾋﾃﾞ 1929-2022		319	ﾑｼ		岩波書店	1996	240p	18cm	650			国際政治			650	新書書架					FALSE				FALSE				FALSE	FALSE	TRUE	
9784-750307718	29516	1996/4/18	世界のマイノリティ事典	ｾｶｲﾉﾏｲﾉﾘﾃｨｼﾞﾃﾝ			事典		マイノリティ・ライツ・グループ．編／マイノリティ事典翻訳委員会．訳	ﾏｲﾉﾘﾃｨ･ﾗｲﾂ･ｸﾞﾙｰﾌﾟ.ﾍﾝ/ﾏｲﾉﾘﾃｨｼﾞﾃﾝﾎﾝﾔｸｲｲﾝｶｲ.ﾔｸ		316.83	ﾏ		明石書店	1996	994	19	15450						15450	一般書架			１９９６．０４．１８		FALSE				FALSE			1	FALSE	TRUE	TRUE	
9784-582490213	29766	1996/6/18	岐阜県の地名　／日本歴史地名大系２１巻	ｷﾞﾌｹﾝﾉﾁﾒｲ/ﾆﾎﾝﾚｷｼﾁﾒｲﾀｲｹｲ21ｶﾝ					平凡社	ﾍｲﾎﾞﾝｼｬ		215.3	ﾍ	21	平凡社	1993	1181	27								一般書架			１９９６．０６．１８		FALSE				FALSE			1	FALSE	TRUE	TRUE	
9784-582132014	29855	1996/7/9	世界民族問題事典	ｾｶｲﾐﾝｿﾞｸﾓﾝﾀﾞｲｼﾞﾃﾝ			事典		梅棹　忠夫．監修／松原　正毅／ＮＩＲＡ	ｳﾒｻｵﾀﾀﾞｵ.ｶﾝｼｭｳ/ﾏﾂﾊﾞﾗﾏｻｷ/		316.83	ｳﾀ		平凡社	1995	1348	27	23000						23000	一般書架			１９９６．０７．０９		FALSE				FALSE			1	FALSE	TRUE	TRUE	
9784-003115015	29880	1996/8/20	新美南吉童話集	ﾆｲﾐﾅﾝｷﾁﾄﾞｳﾜｼｭｳ			岩波文庫		新美南吉 [著] ; 千葉俊二編	ﾆｲﾐ  ﾅﾝｷﾁ;ﾁﾊﾞ  ｼｭﾝｼﾞ		913.8	ﾆｲ		岩波書店	1996	332	15	620						620	西高100冊			１９９６．０８．２０		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-092073029	29992	1996/9/4	日本妖怪異聞録	ﾆﾎﾝﾖｳｶｲｲﾌﾞﾝﾛｸ					小松　和彦	ｺﾏﾂｶｽﾞﾋｺ		289.3	ｶ		小学館	1992	221	20	1700						1700	一般書架			１９９６．０９．０４		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-002602783	30069	1996/9/20	紙の中の戦争	ｶﾐﾉﾅｶﾉｾﾝｿｳ			同時代ライブラリー　２７８		開高　健	ｶｲｺｳﾀｹｼ		914.6	ｶｲ		岩波書店	1996	302	16	1100						1100	文庫書架			１９９６．０９．２０		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-490103809	30152	1996/10/11	数の話題事典	ｽｳﾉﾜﾀﾞｲｼﾞﾃﾝ					上野　富美夫．編	ｳｴﾉﾌﾐｵ.ﾍﾝ		412	ｳﾌ		東京堂出版	1995	364	22	2500						2500	一般書架			１９９６．１０．１１		FALSE				FALSE			1	FALSE	TRUE	TRUE	
9784-535782334	30191	1996/10/16	数学オリンピック　１９９１～１９９６	ｽｳｶﾞｸｵﾘﾝﾋﾟｯｸ1991ｶﾗ1996					数学オリンピック財団．編	ｽｳｶﾞｸｵﾘﾝﾋﾟｯｸｻﾞｲﾀﾞﾝ.ﾍﾝ		410	ｽ		日本評論社	1996	203	21	1957						1957	一般書架			１９９６．１０．１６		FALSE				FALSE			1	FALSE	TRUE	TRUE	
9784-622006015	30229	1996/10/30	夜と霧　／ドイツ強制収容所の体験記録	ﾖﾙﾄｷﾘ/ﾄﾞｲﾂｷｮｳｾｲｼｭｳﾖｳｼﾞｮﾉﾀｲｹﾝｷﾛｸ					Ｖ・Ｅ・フランクル／霜山　徳爾．訳	V･ｴ･ﾌﾗﾝｸﾙ/ｼﾓﾔﾏﾄｸｼﾞ.ﾔｸ		319.8	ﾌ		みすず書房	1996	208	20	1648						1648	別置　学研小論文			１９９６．１０．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
	30254	1996/11/8	人文系の小論文	ｼﾞﾝﾌﾞﾝｹｲﾉｼｮｳﾛﾝﾌﾞﾝ			学習参考書		河合塾小論文科	ｶﾜｲｼﾞｭｸｼｮｳﾛﾝﾌﾞﾝｶ		816	ｶ		河合出版	1995	247	21	1200						1200	一般書架			１９９６．１１．０８		FALSE				FALSE				FALSE	TRUE	TRUE	
	30335	1996/11/15	世界の本１７　ドイツ・ベルリン１２０ﾊﾟｰｾﾝﾄガイド	ｾｶｲﾉﾎﾝ17ﾄﾞｲﾂﾍﾞﾙﾘﾝ120ﾊﾟｰｾﾝﾄｶﾞｲﾄﾞ			ひとりで行ける世界の本120ﾊﾟｰｾﾝﾄガイド		エトセトラ出版部	ｴﾄｾﾄﾗｼｭｯﾊﾟﾝﾌﾞ		290.9	ﾋ	17	日地出版	1996	160	19	1380						1380	一般書架			１９９６．１１．１５		FALSE				FALSE			1	FALSE	TRUE	TRUE	
9784-527005205	30336	1996/11/15	世界の本２０　フランス・パリ１２０ﾊﾟｰｾﾝﾄガイド	ｾｶｲﾉﾎﾝ20ﾌﾗﾝｽﾊﾟﾘ120ﾊﾟｰｾﾝﾄｶﾞｲﾄﾞ			ひとりで行ける世界の本120ﾊﾟｰｾﾝﾄガイド		エトセトラ出版部	ｴﾄｾﾄﾗｼｭｯﾊﾟﾝﾌﾞ		290.9	ﾋ	20	日地出版	1996	160	19	1680						1680	一般書架			１９９６．１１．１５		FALSE				FALSE			1	FALSE	TRUE	TRUE	
	30338	1996/11/15	世界の本２４　西安・雲南・シルクロード１２０ﾊﾟｰｾﾝﾄガイド	ｾｶｲﾉﾎﾝ24ｾｲｱﾝｳﾝﾅﾝｼﾙｸﾛｰﾄﾞ120ﾊﾟｰｾﾝﾄｶﾞｲﾄﾞ			ひとりで行ける世界の本120ﾊﾟｰｾﾝﾄガイド		エトセトラ出版部	ｴﾄｾﾄﾗｼｭｯﾊﾟﾝﾌﾞ		290.9	ﾋ	24	日地出版	1996	160	19	1380						1380	一般書架			１９９６．１１．１５		FALSE				FALSE			1	FALSE	TRUE	TRUE	
9784-480101211	30452	1996/12/9	恋はきまぐれ　／新・ちくま文学の森　１	ｺｲﾊｷﾏｸﾞﾚ			新・ちくま文学の森　１		筑摩書房	ﾁｸﾏｼｮﾎﾞｳ		908	ﾁ	1	筑摩書房	1994	412	20	1800						1800	一般書架			１９９６．１２．０９		FALSE				FALSE			1	FALSE	TRUE	TRUE	
9784-480101280	30459	1996/12/9	からだの発見　／新・ちくま文学の森　８	ｶﾗﾀﾞﾉﾊｯｹﾝ			新・ちくま文学の森　８		筑摩書房	ﾁｸﾏｼｮﾎﾞｳ		908	ﾁ	8	筑摩書房	1995	408	20	1800						1800	一般書架			１９９６．１２．０９		FALSE				FALSE			1	FALSE	TRUE	TRUE	
9784-882931287	30474	1996/12/11	仁木兄妹の探偵簿　／雄太郎・悦子の全事件　①兄の巻	ﾆｷｹｲﾏｲﾉﾀﾝﾃｲﾎﾞ/ﾕｳﾀﾛｳｴﾂｺﾉｾﾞﾝｼﾞｹﾝ1ｱﾆﾉﾏｷ					仁木　悦子	ﾆｷｴﾂｺ		913.6	ﾆｷ	兄	出版芸術社	1996	250	20	1600						1600	一般書架			１９９６．１２．１１		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-882931294	30475	1996/12/11	仁木兄妹の探偵簿　／雄太郎・悦子の全事件　②妹の巻	ﾆｷｹｲﾏｲﾉﾀﾝﾃｲﾎﾞ/ﾕｳﾀﾛｳｴﾂｺﾉｾﾞﾝｼﾞｹﾝ2ｲﾓｳﾄﾉﾏｷ					仁木　悦子	ﾆｷｴﾂｺ		913.6	ﾆｷ	妹	出版芸術社	1996	253	20	1600						1600	一般書架			１９９６．１２．１１		FALSE				FALSE				FALSE	TRUE	TRUE	
